latitude,longitude,year_month,T2M,T2M_MAX
-11.62,-61.01,202407,28.8,39.05
-11.62,-61.01,202408,30.43,40.43
-11.62,-61.01,202409,31.93,41.02
-11.62,-61.01,202410,31.2,40.69
-11.62,-61.01,202411,29.49,38.51
-11.62,-61.01,202412,28.13,38.07
-11.62,-61.01,202413,28.46,41.02
-11.72,-59.61,202301,24.29,29.54
-11.72,-59.61,202302,24.65,30.31
-11.72,-59.61,202303,24.5,31.33
-11.72,-59.61,202304,25.24,32.09
-11.72,-59.61,202305,26.8,34.25
-11.72,-59.61,202306,25.55,33.6
-11.72,-59.61,202307,27.23,36.49
-11.72,-59.61,202308,29.65,38.49
-11.72,-59.61,202309,31.07,39.89
-11.72,-59.61,202310,30.06,39.64
-11.72,-59.61,202311,29.81,39.77
-11.72,-59.61,202312,29.44,38.12
-11.72,-59.61,202313,27.37,39.89
-11.72,-59.61,202401,27.2,34.8
-11.72,-59.61,202402,26.24,33.76
-11.72,-59.61,202403,26.6,34.26
-11.72,-59.61,202404,26.33,31.92
-11.72,-59.61,202405,27.49,35.94
-11.72,-59.61,202406,27.97,36.09
-11.72,-59.61,202407,27.54,37.01
-11.72,-59.61,202408,28.91,38.98
-11.72,-59.61,202409,30.81,39.44
-11.72,-59.61,202410,30.01,39.09
-11.72,-59.61,202411,28.53,36.34
-11.72,-59.61,202412,26.62,35.93
-11.72,-59.61,202413,27.86,39.44
-11.72,-59.71,202301,24.1,29.51
-11.72,-59.71,202302,24.68,30.7
-11.72,-59.71,202303,24.57,31.98
-11.72,-59.71,202304,25.39,33.89
-11.72,-59.71,202305,27.17,35.67
-11.72,-59.71,202306,25.87,34.93
-11.72,-59.71,202307,27.65,37.07
-11.72,-59.71,202308,29.39,38.63
-11.72,-59.71,202309,30.69,40.06
-11.72,-59.71,202310,29.78,40.26
-11.72,-59.71,202311,29.63,39.83
-11.72,-59.71,202312,29.26,38.6
-11.72,-59.71,202313,27.36,40.26
-11.72,-59.71,202401,27.33,36.54
-11.72,-59.71,202402,26.21,34.32
-11.72,-59.71,202403,26.58,34.72
-11.72,-59.71,202404,26.28,32.83
-11.72,-59.71,202405,27.91,37.0
-11.72,-59.71,202406,28.14,36.91
-11.72,-59.71,202407,27.8,37.8
-11.72,-59.71,202408,29.11,39.27
-11.72,-59.71,202409,30.54,39.58
-11.72,-59.71,202410,29.36,39.71
-11.72,-59.71,202411,28.11,36.74
-11.72,-59.71,202412,26.33,36.52
-11.72,-59.71,202413,27.81,39.71
-11.72,-59.81,202301,24.1,29.51
-11.72,-59.81,202302,24.68,30.7
-11.72,-59.81,202303,24.57,31.98
-11.72,-59.81,202304,25.39,33.89
-11.72,-59.81,202305,27.17,35.67
-11.72,-59.81,202306,25.87,34.93
-11.72,-59.81,202307,27.65,37.07
-11.72,-59.81,202308,29.39,38.63
-11.72,-59.81,202309,30.69,40.06
-11.72,-59.81,202310,29.78,40.26
-11.72,-59.81,202311,29.63,39.83
-11.72,-59.81,202312,29.26,38.6
-11.72,-59.81,202313,27.36,40.26
-11.72,-59.81,202401,27.33,36.54
-11.72,-59.81,202402,26.21,34.32
-11.72,-59.81,202403,26.58,34.72
-11.72,-59.81,202404,26.28,32.83
-11.72,-59.81,202405,27.91,37.0
-11.72,-59.81,202406,28.14,36.91
-11.72,-59.81,202407,27.8,37.8
-11.72,-59.81,202408,29.11,39.27
-11.72,-59.81,202409,30.54,39.58
-11.72,-59.81,202410,29.36,39.71
-11.72,-59.81,202411,28.11,36.74
-11.72,-59.81,202412,26.33,36.52
-11.72,-59.81,202413,27.81,39.71
-11.72,-59.91,202301,24.1,29.51
-11.72,-59.91,202302,24.68,30.7
-11.72,-59.91,202303,24.57,31.98
-11.72,-59.91,202304,25.39,33.89
-11.72,-59.91,202305,27.17,35.67
-11.72,-59.91,202306,25.87,34.93
-11.72,-59.91,202307,27.65,37.07
-11.72,-59.91,202308,29.39,38.63
-11.72,-59.91,202309,30.69,40.06
-11.72,-59.91,202310,29.78,40.26
-11.72,-59.91,202311,29.63,39.83
-11.72,-59.91,202312,29.26,38.6
-11.72,-59.91,202313,27.36,40.26
-11.72,-59.91,202401,27.33,36.54
-11.72,-59.91,202402,26.21,34.32
-11.72,-59.91,202403,26.58,34.72
-11.72,-59.91,202404,26.28,32.83
-11.72,-59.91,202405,27.91,37.0
-11.72,-59.91,202406,28.14,36.91
-11.72,-59.91,202407,27.8,37.8
-11.72,-59.91,202408,29.11,39.27
-11.72,-59.91,202409,30.54,39.58
-11.72,-59.91,202410,29.36,39.71
-11.72,-59.91,202411,28.11,36.74
-11.72,-59.91,202412,26.33,36.52
-11.72,-59.91,202413,27.81,39.71
-11.72,-60.01,202301,24.1,29.51
-11.72,-60.01,202302,24.68,30.7
-11.72,-60.01,202303,24.57,31.98
-11.72,-60.01,202304,25.39,33.89
-11.72,-60.01,202305,27.17,35.67
-11.72,-60.01,202306,25.87,34.93
-11.72,-60.01,202307,27.65,37.07
-11.72,-60.01,202308,29.39,38.63
-11.72,-60.01,202309,30.69,40.06
-11.72,-60.01,202310,29.78,40.26
-11.72,-60.01,202311,29.63,39.83
-11.72,-60.01,202312,29.26,38.6
-11.72,-60.01,202313,27.36,40.26
-11.72,-60.01,202401,27.33,36.54
-11.72,-60.01,202402,26.21,34.32
-11.72,-60.01,202403,26.58,34.72
-11.72,-60.01,202404,26.28,32.83
-11.72,-60.01,202405,27.91,37.0
-11.72,-60.01,202406,28.14,36.91
-11.72,-60.01,202407,27.8,37.8
-11.72,-60.01,202408,29.11,39.27
-11.72,-60.01,202409,30.54,39.58
-11.72,-60.01,202410,29.36,39.71
-11.72,-60.01,202411,28.11,36.74
-11.72,-60.01,202412,26.33,36.52
-11.72,-60.01,202413,27.81,39.71
-11.72,-60.11,202301,24.1,29.51
-11.72,-60.11,202302,24.68,30.7
-11.72,-60.11,202303,24.57,31.98
-11.72,-60.11,202304,25.39,33.89
-11.72,-60.11,202305,27.17,35.67
-11.72,-60.11,202306,25.87,34.93
-11.72,-60.11,202307,27.65,37.07
-11.72,-60.11,202308,29.39,38.63
-11.72,-60.11,202309,30.69,40.06
-11.72,-60.11,202310,29.78,40.26
-11.72,-60.11,202311,29.63,39.83
-11.72,-60.11,202312,29.26,38.6
-11.72,-60.11,202313,27.36,40.26
-11.72,-60.11,202401,27.33,36.54
-11.72,-60.11,202402,26.21,34.32
-11.72,-60.11,202403,26.58,34.72
-11.72,-60.11,202404,26.28,32.83
-11.72,-60.11,202405,27.91,37.0
-11.72,-60.11,202406,28.14,36.91
-11.72,-60.11,202407,27.8,37.8
-11.72,-60.11,202408,29.11,39.27
-11.72,-60.11,202409,30.54,39.58
-11.72,-60.11,202410,29.36,39.71
-11.72,-60.11,202411,28.11,36.74
-11.72,-60.11,202412,26.33,36.52
-11.72,-60.11,202413,27.81,39.71
-11.72,-60.21,202301,24.1,29.51
-11.72,-60.21,202302,24.68,30.7
-11.72,-60.21,202303,24.57,31.98
-11.72,-60.21,202304,25.39,33.89
-11.72,-60.21,202305,27.17,35.67
-11.72,-60.21,202306,25.87,34.93
-11.72,-60.21,202307,27.65,37.07
-11.72,-60.21,202308,29.39,38.63
-11.72,-60.21,202309,30.69,40.06
-11.72,-60.21,202310,29.78,40.26
-11.72,-60.21,202311,29.63,39.83
-11.72,-60.21,202312,29.26,38.6
-11.72,-60.21,202313,27.36,40.26
-11.72,-60.21,202401,27.33,36.54
-11.72,-60.21,202402,26.21,34.32
-11.72,-60.21,202403,26.58,34.72
-11.72,-60.21,202404,26.28,32.83
-11.72,-60.21,202405,27.91,37.0
-11.72,-60.21,202406,28.14,36.91
-11.72,-60.21,202407,27.8,37.8
-11.72,-60.21,202408,29.11,39.27
-11.72,-60.21,202409,30.54,39.58
-11.72,-60.21,202410,29.36,39.71
-11.72,-60.21,202411,28.11,36.74
-11.72,-60.21,202412,26.33,36.52
-11.72,-60.21,202413,27.81,39.71
-11.72,-60.31,202301,24.1,29.51
-11.72,-60.31,202302,24.68,30.7
-11.72,-60.31,202303,24.57,31.98
-11.72,-60.31,202304,25.39,33.89
-11.72,-60.31,202305,27.17,35.67
-11.72,-60.31,202306,25.87,34.93
-11.72,-60.31,202307,27.65,37.07
-11.72,-60.31,202308,29.39,38.63
-11.72,-60.31,202309,30.69,40.06
-11.72,-60.31,202310,29.78,40.26
-11.72,-60.31,202311,29.63,39.83
-11.72,-60.31,202312,29.26,38.6
-11.72,-60.31,202313,27.36,40.26
-11.72,-60.31,202401,27.33,36.54
-11.72,-60.31,202402,26.21,34.32
-11.72,-60.31,202403,26.58,34.72
-11.72,-60.31,202404,26.28,32.83
-11.72,-60.31,202405,27.91,37.0
-11.72,-60.31,202406,28.14,36.91
-11.72,-60.31,202407,27.8,37.8
-11.72,-60.31,202408,29.11,39.27
-11.72,-60.31,202409,30.54,39.58
-11.72,-60.31,202410,29.36,39.71
-11.72,-60.31,202411,28.11,36.74
-11.72,-60.31,202412,26.33,36.52
-11.72,-60.31,202413,27.81,39.71
-11.72,-60.41,202301,24.14,29.08
-11.72,-60.41,202302,24.61,29.82
-11.72,-60.41,202303,24.5,30.62
-11.72,-60.41,202304,24.83,30.42
-11.72,-60.41,202305,26.26,34.39
-11.72,-60.41,202306,25.81,34.91
-11.72,-60.41,202307,27.89,37.66
-11.72,-60.41,202308,29.68,39.05
-11.72,-60.41,202309,31.3,40.56
-11.72,-60.41,202310,30.58,40.96
-11.72,-60.41,202311,30.33,39.41
-11.72,-60.41,202312,28.87,37.87
-11.72,-60.41,202313,27.42,40.96
-11.72,-60.41,202401,27.05,36.08
-11.72,-60.41,202402,25.99,33.09
-11.72,-60.41,202403,26.04,31.91
-11.72,-60.41,202404,26.18,32.21
-11.72,-60.41,202405,27.36,35.54
-11.72,-60.41,202406,27.89,36.88
-11.72,-60.41,202407,28.39,38.32
-11.72,-60.41,202408,29.69,39.54
-11.72,-60.41,202409,31.14,39.88
-11.72,-60.41,202410,30.28,39.87
-11.72,-60.41,202411,28.63,37.74
-11.72,-60.41,202412,27.36,37.55
-11.72,-60.41,202413,28.01,39.88
-11.72,-60.51,202301,24.14,29.08
-11.72,-60.51,202302,24.61,29.82
-11.72,-60.51,202303,24.5,30.62
-11.72,-60.51,202304,24.83,30.42
-11.72,-60.51,202305,26.26,34.39
-11.72,-60.51,202306,25.81,34.91
-11.72,-60.51,202307,27.89,37.66
-11.72,-60.51,202308,29.68,39.05
-11.72,-60.51,202309,31.3,40.56
-11.72,-60.51,202310,30.58,40.96
-11.72,-60.51,202311,30.33,39.41
-11.72,-60.51,202312,28.87,37.87
-11.72,-60.51,202313,27.42,40.96
-11.72,-60.51,202401,27.05,36.08
-11.72,-60.51,202402,25.99,33.09
-11.72,-60.51,202403,26.04,31.91
-11.72,-60.51,202404,26.18,32.21
-11.72,-60.51,202405,27.36,35.54
-11.72,-60.51,202406,27.89,36.88
-11.72,-60.51,202407,28.39,38.32
-11.72,-60.51,202408,29.69,39.54
-11.72,-60.51,202409,31.14,39.88
-11.72,-60.51,202410,30.28,39.87
-11.72,-60.51,202411,28.63,37.74
-11.72,-60.51,202412,27.36,37.55
-11.72,-60.51,202413,28.01,39.88
-11.72,-60.61,202301,24.14,29.08
-11.72,-60.61,202302,24.61,29.82
-11.72,-60.61,202303,24.5,30.62
-11.72,-60.61,202304,24.83,30.42
-11.72,-60.61,202305,26.26,34.39
-11.72,-60.61,202306,25.81,34.91
-11.72,-60.61,202307,27.89,37.66
-11.72,-60.61,202308,29.68,39.05
-11.72,-60.61,202309,31.3,40.56
-11.72,-60.61,202310,30.58,40.96
-11.72,-60.61,202311,30.33,39.41
-11.72,-60.61,202312,28.87,37.87
-11.72,-60.61,202313,27.42,40.96
-11.72,-60.61,202401,27.05,36.08
-11.72,-60.61,202402,25.99,33.09
-11.72,-60.61,202403,26.04,31.91
-11.72,-60.61,202404,26.18,32.21
-11.72,-60.61,202405,27.36,35.54
-11.72,-60.61,202406,27.89,36.88
-11.72,-60.61,202407,28.39,38.32
-11.72,-60.61,202408,29.69,39.54
-11.72,-60.61,202409,31.14,39.88
-11.72,-60.61,202410,30.28,39.87
-11.72,-60.61,202411,28.63,37.74
-11.72,-60.61,202412,27.36,37.55
-11.72,-60.61,202413,28.01,39.88
-11.72,-60.71,202301,24.14,29.08
-11.72,-60.71,202302,24.61,29.82
-11.72,-60.71,202303,24.5,30.62
-11.72,-60.71,202304,24.83,30.42
-11.72,-60.71,202305,26.26,34.39
-11.72,-60.71,202306,25.81,34.91
-11.72,-60.71,202307,27.89,37.66
-11.72,-60.71,202308,29.68,39.05
-11.72,-60.71,202309,31.3,40.56
-11.72,-60.71,202310,30.58,40.96
-11.72,-60.71,202311,30.33,39.41
-11.72,-60.71,202312,28.87,37.87
-11.72,-60.71,202313,27.42,40.96
-11.72,-60.71,202401,27.05,36.08
-11.72,-60.71,202402,25.99,33.09
-11.72,-60.71,202403,26.04,31.91
-11.72,-60.71,202404,26.18,32.21
-11.72,-60.71,202405,27.36,35.54
-11.72,-60.71,202406,27.89,36.88
-11.72,-60.71,202407,28.39,38.32
-11.72,-60.71,202408,29.69,39.54
-11.72,-60.71,202409,31.14,39.88
-11.72,-60.71,202410,30.28,39.87
-11.72,-60.71,202411,28.63,37.74
-11.72,-60.71,202412,27.36,37.55
-11.72,-60.71,202413,28.01,39.88
-11.72,-60.81,202301,24.14,29.08
-11.72,-60.81,202302,24.61,29.82
-11.72,-60.81,202303,24.5,30.62
-11.72,-60.81,202304,24.83,30.42
-11.72,-60.81,202305,26.26,34.39
-11.72,-60.81,202306,25.81,34.91
-11.72,-60.81,202307,27.89,37.66
-11.72,-60.81,202308,29.68,39.05
-11.72,-60.81,202309,31.3,40.56
-11.72,-60.81,202310,30.58,40.96
-11.72,-60.81,202311,30.33,39.41
-11.72,-60.81,202312,28.87,37.87
-11.72,-60.81,202313,27.42,40.96
-11.72,-60.81,202401,27.05,36.08
-11.72,-60.81,202402,25.99,33.09
-11.72,-60.81,202403,26.04,31.91
-11.72,-60.81,202404,26.18,32.21
-11.72,-60.81,202405,27.36,35.54
-11.72,-60.81,202406,27.89,36.88
-11.72,-60.81,202407,28.39,38.32
-11.72,-60.81,202408,29.69,39.54
-11.72,-60.81,202409,31.14,39.88
-11.72,-60.81,202410,30.28,39.87
-11.72,-60.81,202411,28.63,37.74
-11.72,-60.81,202412,27.36,37.55
-11.72,-60.81,202413,28.01,39.88
-11.72,-60.91,202301,24.14,29.08
-11.72,-60.91,202302,24.61,29.82
-11.72,-60.91,202303,24.5,30.62
-11.72,-60.91,202304,24.83,30.42
-11.72,-60.91,202305,26.26,34.39
-11.72,-60.91,202306,25.81,34.91
-11.72,-60.91,202307,27.89,37.66
-11.72,-60.91,202308,29.68,39.05
-11.72,-60.91,202309,31.3,40.56
-11.72,-60.91,202310,30.58,40.96
-11.72,-60.91,202311,30.33,39.41
-11.72,-60.91,202312,28.87,37.87
-11.72,-60.91,202313,27.42,40.96
-11.72,-60.91,202401,27.05,36.08
-11.72,-60.91,202402,25.99,33.09
-11.72,-60.91,202403,26.04,31.91
-11.72,-60.91,202404,26.18,32.21
-11.72,-60.91,202405,27.36,35.54
-11.72,-60.91,202406,27.89,36.88
-11.72,-60.91,202407,28.39,38.32
-11.72,-60.91,202408,29.69,39.54
-11.72,-60.91,202409,31.14,39.88
-11.72,-60.91,202410,30.28,39.87
-11.72,-60.91,202411,28.63,37.74
-11.72,-60.91,202412,27.36,37.55
-11.72,-60.91,202413,28.01,39.88
-11.72,-61.01,202301,24.67,29.44
-11.72,-61.01,202302,24.85,30.21
-11.72,-61.01,202303,24.76,30.53
-11.72,-61.01,202304,24.91,29.83
-11.72,-61.01,202305,25.33,31.67
-11.72,-61.01,202306,25.26,34.88
-11.72,-61.01,202307,27.89,38.58
-11.72,-61.01,202308,30.22,39.55
-11.72,-61.01,202309,32.14,41.21
-11.72,-61.01,202310,31.47,41.64
-11.72,-61.01,202311,31.02,40.68
-11.72,-61.01,202312,28.99,38.32
-11.72,-61.01,202313,27.64,41.64
-11.72,-61.01,202401,27.19,35.11
-11.72,-61.01,202402,26.43,33.11
-11.72,-61.01,202403,26.33,31.94
-11.72,-61.01,202404,26.39,30.96
-11.72,-61.01,202405,27.06,35.18
-11.72,-61.01,202406,28.1,36.9
-11.72,-61.01,202407,28.8,39.05
-11.72,-61.01,202408,30.43,40.43
-11.72,-61.01,202409,31.93,41.02
-11.72,-61.01,202410,31.2,40.69
-11.72,-61.01,202411,29.49,38.51
-11.72,-61.01,202412,28.13,38.07
-11.72,-61.01,202413,28.46,41.02
-11.82,-59.61,202301,24.06,29.15
-11.82,-59.61,202302,24.64,30.57
-11.82,-59.61,202303,24.37,31.11
-11.82,-59.61,202304,25.04,32.17
-11.82,-59.61,202305,26.71,34.25
-11.82,-59.61,202306,25.02,33.84
-11.82,-59.61,202307,26.64,36.1
-11.82,-59.61,202308,29.22,38.0
-11.82,-59.61,202309,30.58,39.69
-11.82,-59.61,202310,29.92,40.04
-11.82,-59.61,202311,29.63,40.1
-11.82,-59.61,202312,29.49,38.68
-11.82,-59.61,202313,27.13,40.1
-11.82,-59.61,202401,26.96,34.5
-11.82,-59.61,202402,26.3,34.92
-11.82,-59.61,202403,26.46,34.49
-11.82,-59.61,202404,26.19,31.82
-11.82,-59.61,202405,27.0,35.73
-11.82,-59.61,202406,27.45,36.02
-11.82,-59.61,202407,26.97,36.7
-11.82,-59.61,202408,28.42,38.86
-11.82,-59.61,202409,30.47,39.11
-11.82,-59.61,202410,29.73,39.03
-11.82,-59.61,202411,28.03,36.44
-11.82,-59.61,202412,26.4,35.73
-11.82,-59.61,202413,27.53,39.11
-11.82,-59.71,202301,23.99,29.48
-11.82,-59.71,202302,24.67,30.82
-11.82,-59.71,202303,24.45,31.28
-11.82,-59.71,202304,25.2,32.59
-11.82,-59.71,202305,27.23,34.92
-11.82,-59.71,202306,25.67,33.85
-11.82,-59.71,202307,27.26,36.12
-11.82,-59.71,202308,29.2,37.83
-11.82,-59.71,202309,30.59,39.36
-11.82,-59.71,202310,29.88,40.07
-11.82,-59.71,202311,29.92,39.93
-11.82,-59.71,202312,29.54,38.49
-11.82,-59.71,202313,27.32,40.07
-11.82,-59.71,202401,27.24,34.86
-11.82,-59.71,202402,26.28,34.68
-11.82,-59.71,202403,26.46,33.77
-11.82,-59.71,202404,26.24,32.23
-11.82,-59.71,202405,27.64,35.96
-11.82,-59.71,202406,27.8,36.41
-11.82,-59.71,202407,27.4,36.96
-11.82,-59.71,202408,28.74,38.74
-11.82,-59.71,202409,30.47,38.99
-11.82,-59.71,202410,29.47,38.85
-11.82,-59.71,202411,27.88,36.08
-11.82,-59.71,202412,26.47,35.6
-11.82,-59.71,202413,27.68,38.99
-11.82,-59.81,202301,23.99,29.48
-11.82,-59.81,202302,24.67,30.82
-11.82,-59.81,202303,24.45,31.28
-11.82,-59.81,202304,25.2,32.59
-11.82,-59.81,202305,27.23,34.92
-11.82,-59.81,202306,25.67,33.85
-11.82,-59.81,202307,27.26,36.12
-11.82,-59.81,202308,29.2,37.83
-11.82,-59.81,202309,30.59,39.36
-11.82,-59.81,202310,29.88,40.07
-11.82,-59.81,202311,29.92,39.93
-11.82,-59.81,202312,29.54,38.49
-11.82,-59.81,202313,27.32,40.07
-11.82,-59.81,202401,27.24,34.86
-11.82,-59.81,202402,26.28,34.68
-11.82,-59.81,202403,26.46,33.77
-11.82,-59.81,202404,26.24,32.23
-11.82,-59.81,202405,27.64,35.96
-11.82,-59.81,202406,27.8,36.41
-11.82,-59.81,202407,27.4,36.96
-11.82,-59.81,202408,28.74,38.74
-11.82,-59.81,202409,30.47,38.99
-11.82,-59.81,202410,29.47,38.85
-11.82,-59.81,202411,27.88,36.08
-11.82,-59.81,202412,26.47,35.6
-11.82,-59.81,202413,27.68,38.99
-11.82,-59.91,202301,23.99,29.48
-11.82,-59.91,202302,24.67,30.82
-11.82,-59.91,202303,24.45,31.28
-11.82,-59.91,202304,25.2,32.59
-11.82,-59.91,202305,27.23,34.92
-11.82,-59.91,202306,25.67,33.85
-11.82,-59.91,202307,27.26,36.12
-11.82,-59.91,202308,29.2,37.83
-11.82,-59.91,202309,30.59,39.36
-11.82,-59.91,202310,29.88,40.07
-11.82,-59.91,202311,29.92,39.93
-11.82,-59.91,202312,29.54,38.49
-11.82,-59.91,202313,27.32,40.07
-11.82,-59.91,202401,27.24,34.86
-11.82,-59.91,202402,26.28,34.68
-11.82,-59.91,202403,26.46,33.77
-11.82,-59.91,202404,26.24,32.23
-11.82,-59.91,202405,27.64,35.96
-11.82,-59.91,202406,27.8,36.41
-11.82,-59.91,202407,27.4,36.96
-11.82,-59.91,202408,28.74,38.74
-11.82,-59.91,202409,30.47,38.99
-11.82,-59.91,202410,29.47,38.85
-11.82,-59.91,202411,27.88,36.08
-11.82,-59.91,202412,26.47,35.6
-11.82,-59.91,202413,27.68,38.99
-11.82,-60.01,202301,23.99,29.48
-11.82,-60.01,202302,24.67,30.82
-11.82,-60.01,202303,24.45,31.28
-11.82,-60.01,202304,25.2,32.59
-11.82,-60.01,202305,27.23,34.92
-11.82,-60.01,202306,25.67,33.85
-11.82,-60.01,202307,27.26,36.12
-11.82,-60.01,202308,29.2,37.83
-11.82,-60.01,202309,30.59,39.36
-11.82,-60.01,202310,29.88,40.07
-11.82,-60.01,202311,29.92,39.93
-11.82,-60.01,202312,29.54,38.49
-11.82,-60.01,202313,27.32,40.07
-11.82,-60.01,202401,27.24,34.86
-11.82,-60.01,202402,26.28,34.68
-11.82,-60.01,202403,26.46,33.77
-11.82,-60.01,202404,26.24,32.23
-11.82,-60.01,202405,27.64,35.96
-11.82,-60.01,202406,27.8,36.41
-11.82,-60.01,202407,27.4,36.96
-11.82,-60.01,202408,28.74,38.74
-11.82,-60.01,202409,30.47,38.99
-11.82,-60.01,202410,29.47,38.85
-11.82,-60.01,202411,27.88,36.08
-11.82,-60.01,202412,26.47,35.6
-11.82,-60.01,202413,27.68,38.99
-11.82,-60.11,202301,23.99,29.48
-11.82,-60.11,202302,24.67,30.82
-11.82,-60.11,202303,24.45,31.28
-11.82,-60.11,202304,25.2,32.59
-11.82,-60.11,202305,27.23,34.92
-11.82,-60.11,202306,25.67,33.85
-11.82,-60.11,202307,27.26,36.12
-11.82,-60.11,202308,29.2,37.83
-11.82,-60.11,202309,30.59,39.36
-11.82,-60.11,202310,29.88,40.07
-11.82,-60.11,202311,29.92,39.93
-11.82,-60.11,202312,29.54,38.49
-11.82,-60.11,202313,27.32,40.07
-11.82,-60.11,202401,27.24,34.86
-11.82,-60.11,202402,26.28,34.68
-11.82,-60.11,202403,26.46,33.77
-11.82,-60.11,202404,26.24,32.23
-11.82,-60.11,202405,27.64,35.96
-11.82,-60.11,202406,27.8,36.41
-11.82,-60.11,202407,27.4,36.96
-11.82,-60.11,202408,28.74,38.74
-11.82,-60.11,202409,30.47,38.99
-11.82,-60.11,202410,29.47,38.85
-11.82,-60.11,202411,27.88,36.08
-11.82,-60.11,202412,26.47,35.6
-11.82,-60.11,202413,27.68,38.99
-11.82,-60.21,202301,23.99,29.48
-11.82,-60.21,202302,24.67,30.82
-11.82,-60.21,202303,24.45,31.28
-11.82,-60.21,202304,25.2,32.59
-11.82,-60.21,202305,27.23,34.92
-11.82,-60.21,202306,25.67,33.85
-11.82,-60.21,202307,27.26,36.12
-11.82,-60.21,202308,29.2,37.83
-11.82,-60.21,202309,30.59,39.36
-11.82,-60.21,202310,29.88,40.07
-11.82,-60.21,202311,29.92,39.93
-11.82,-60.21,202312,29.54,38.49
-11.82,-60.21,202313,27.32,40.07
-11.82,-60.21,202401,27.24,34.86
-11.82,-60.21,202402,26.28,34.68
-11.82,-60.21,202403,26.46,33.77
-11.82,-60.21,202404,26.24,32.23
-11.82,-60.21,202405,27.64,35.96
-11.82,-60.21,202406,27.8,36.41
-11.82,-60.21,202407,27.4,36.96
-11.82,-60.21,202408,28.74,38.74
-11.82,-60.21,202409,30.47,38.99
-11.82,-60.21,202410,29.47,38.85
-11.82,-60.21,202411,27.88,36.08
-11.82,-60.21,202412,26.47,35.6
-11.82,-60.21,202413,27.68,38.99
-11.82,-60.31,202301,23.99,29.48
-11.82,-60.31,202302,24.67,30.82
-11.82,-60.31,202303,24.45,31.28
-11.82,-60.31,202304,25.2,32.59
-11.82,-60.31,202305,27.23,34.92
-11.82,-60.31,202306,25.67,33.85
-11.82,-60.31,202307,27.26,36.12
-11.82,-60.31,202308,29.2,37.83
-11.82,-60.31,202309,30.59,39.36
-11.82,-60.31,202310,29.88,40.07
-11.82,-60.31,202311,29.92,39.93
-11.82,-60.31,202312,29.54,38.49
-11.82,-60.31,202313,27.32,40.07
-11.82,-60.31,202401,27.24,34.86
-11.82,-60.31,202402,26.28,34.68
-11.82,-60.31,202403,26.46,33.77
-11.82,-60.31,202404,26.24,32.23
-11.82,-60.31,202405,27.64,35.96
-11.82,-60.31,202406,27.8,36.41
-11.82,-60.31,202407,27.4,36.96
-11.82,-60.31,202408,28.74,38.74
-11.82,-60.31,202409,30.47,38.99
-11.82,-60.31,202410,29.47,38.85
-11.82,-60.31,202411,27.88,36.08
-11.82,-60.31,202412,26.47,35.6
-11.82,-60.31,202413,27.68,38.99
-11.82,-60.41,202301,24.34,29.58
-11.82,-60.41,202302,24.73,30.3
-11.82,-60.41,202303,24.64,31.53
-11.82,-60.41,202304,24.98,30.72
-11.82,-60.41,202305,26.35,33.79
-11.82,-60.41,202306,25.65,33.97
-11.82,-60.41,202307,27.53,36.98
-11.82,-60.41,202308,29.5,38.55
-11.82,-60.41,202309,31.27,40.13
-11.82,-60.41,202310,30.51,40.81
-11.82,-60.41,202311,30.7,39.8
-11.82,-60.41,202312,29.32,38.18
-11.82,-60.41,202313,27.47,40.81
-11.82,-60.41,202401,27.63,36.37
-11.82,-60.41,202402,26.45,35.01
-11.82,-60.41,202403,26.47,32.88
-11.82,-60.41,202404,26.5,33.06
-11.82,-60.41,202405,27.84,36.1
-11.82,-60.41,202406,28.09,36.73
-11.82,-60.41,202407,27.99,37.82
-11.82,-60.41,202408,29.35,39.26
-11.82,-60.41,202409,30.95,39.6
-11.82,-60.41,202410,30.3,38.85
-11.82,-60.41,202411,28.38,37.36
-11.82,-60.41,202412,27.43,37.21
-11.82,-60.41,202413,28.12,39.6
-11.82,-60.51,202301,24.34,29.58
-11.82,-60.51,202302,24.73,30.3
-11.82,-60.51,202303,24.64,31.53
-11.82,-60.51,202304,24.98,30.72
-11.82,-60.51,202305,26.35,33.79
-11.82,-60.51,202306,25.65,33.97
-11.82,-60.51,202307,27.53,36.98
-11.82,-60.51,202308,29.5,38.55
-11.82,-60.51,202309,31.27,40.13
-11.82,-60.51,202310,30.51,40.81
-11.82,-60.51,202311,30.7,39.8
-11.82,-60.51,202312,29.32,38.18
-11.82,-60.51,202313,27.47,40.81
-11.82,-60.51,202401,27.63,36.37
-11.82,-60.51,202402,26.45,35.01
-11.82,-60.51,202403,26.47,32.88
-11.82,-60.51,202404,26.5,33.06
-11.82,-60.51,202405,27.84,36.1
-11.82,-60.51,202406,28.09,36.73
-11.82,-60.51,202407,27.99,37.82
-11.82,-60.51,202408,29.35,39.26
-11.82,-60.51,202409,30.95,39.6
-11.82,-60.51,202410,30.3,38.85
-11.82,-60.51,202411,28.38,37.36
-11.82,-60.51,202412,27.43,37.21
-11.82,-60.51,202413,28.12,39.6
-11.82,-60.61,202301,24.34,29.58
-11.82,-60.61,202302,24.73,30.3
-11.82,-60.61,202303,24.64,31.53
-11.82,-60.61,202304,24.98,30.72
-11.82,-60.61,202305,26.35,33.79
-11.82,-60.61,202306,25.65,33.97
-11.82,-60.61,202307,27.53,36.98
-11.82,-60.61,202308,29.5,38.55
